stimuli_letter,target,correct_key,Letter_stimulus,trialsOne.thisRepN,trialsOne.thisTrialN,trialsOne.thisN,trialsOne.thisIndex,trialsTwo.thisRepN,trialsTwo.thisTrialN,trialsTwo.thisN,trialsTwo.thisIndex,WelcomeScreenText.started,WelcomeInstructions.started,WelcomeScreenText.stopped,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,text.started,text.stopped,eegtime,n_back_one.started,Key_one.started,n_back_one.stopped,Key_one.stopped,Key_one.keys,Key_one.corr,ISI.started,Key_one.rt,ISI.stopped,Intro_Block_two.started,Start_Block_One.started,Start_Block_One.keys,Start_Block_One.rt,Block_2_stimulus.started,key_Two.started,Block_2_stimulus.stopped,key_Two.stopped,key_Two.keys,key_Two.corr,key_Two.rt,GoodBye.started,GoodBye.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,N,None,Y,,,,,0,114,114,114,,,,,,,,,18056,,,,,,,742.0078582999995,,,,,,,740.82289760001,740.906977000006,741.1230978000094,742.0078582999995,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,115,115,115,,,,,,,,,18128,,,,,,,744.7234555000032,,,,,,,743.523045400012,743.6077348000108,743.8230721,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,Y,,,,,0,116,116,116,,,,,,,,,18152,,,,,,,746.6068460000097,,748.1068705000071,,,,,746.223223500012,746.3072194000124,746.5231601000123,,z,1,0.26751529998728074,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,Y,,,,,0,117,117,117,,,,,,,,,18224,,,,,,,749.3080064000096,,,,,,,748.1068705000071,748.1898833000014,748.4067830999993,749.2900416000048,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,118,118,118,,,,,,,,,18296,,,,,,,752.0066649000073,,753.5069172000076,,,,,750.8232892000087,750.9076288000069,751.1231495000102,752.0066649000073,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,119,119,119,,,,,,,,,18368,,,,,,,754.6903361000004,,756.1903328000044,,,,,753.5069172000076,753.5901564000087,753.8073395000101,754.6903361000004,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,120,120,120,,,,,,,,,18441,,,,,,,757.3904098000057,,758.8903622000071,,,,,756.1903328000044,756.2902280000126,756.4902146000095,757.3904098000057,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,Y,,,,,0,121,121,121,,,,,,,,,18515,,,,,,,760.1078436000098,,761.6073915000015,,,,,758.8903622000071,758.9928142999997,759.1903388000064,760.1078436000098,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,122,122,122,,,,,,,,,18587,,,,,,,762.7907058000128,,764.2906092000048,,,,,761.6073915000015,761.6903259000101,761.9077760000073,762.7907058000128,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,B,,,,,0,123,123,123,,,,,,,,,18660,,,,,,,765.4934553000057,,767.0075233000098,,,,,764.2906092000048,764.3905692000117,764.5907084000064,765.4934553000057,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,B,,,,,0,124,124,124,,,,,,,,,18732,,,,,,,768.2077090000093,,,,,,,767.0075233000098,767.0928344000131,767.3073835000105,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,X,,,,,0,125,125,125,,,,,,,,,18804,,,,,,,770.9081622000085,,,,,,,769.7075692000071,769.7934662000043,770.0078265000047,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,126,126,126,,,,,,,,,18876,,,,,,,773.6100523000059,,,,,,,772.408868700004,772.4933423000039,772.7082437000063,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,X,,,,,0,127,127,127,,,,,,,,,18948,,,,,,,776.3086516000039,,,,,,,775.1076954000018,775.19505390001,775.4090608000115,,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,A,,,,,0,128,128,128,,,,,,,,,19020,,,,,,,779.0081998000096,,,,,,,777.8081849000009,777.8932238999987,778.1076396999997,,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,B,,,,,0,129,129,129,,,,,,,,,19092,,,,,,,781.7080896000116,,,,,,,780.5077610000008,780.5933553000068,780.8080427000095,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,130,130,130,,,,,,,,,19164,,,,,,,784.4084226000123,,,,,,,783.2080145000073,783.2928318000049,783.5079795000056,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,Y,,,,,0,131,131,131,,,,,,,,,19236,,,,,,,787.1083828000119,,,,,,,785.9083634999988,785.9931832000002,786.2084910000121,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,X,,,,,0,132,132,132,,,,,,,,,19308,,,,,,,789.7932998000033,,,,,,,788.6082282999996,788.6923389000003,788.9081581000064,789.7932998000033,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,W,,,,,0,133,133,133,,,,,,,,,19380,,,,,,,792.4928103999991,,793.9924032999988,,,,,791.3083431000123,791.3926145000005,791.6082932999998,792.4928103999991,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,X,,,,,0,134,134,134,,,,,,,,,19439,,,,,,,794.9587847000075,,796.4587174000044,,,,,793.9924032999988,794.0928121000034,794.2923985000089,,z,1,0.846820699996897,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,135,135,135,,,,,,,,,19512,,,,,,,797.6587858999992,,799.1598048000014,,,,,796.4587174000044,796.5592061000061,796.7588590000087,797.6587858999992,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,136,136,136,,,,,,,,,19585,,,,,,,800.3591353000083,,801.8600704000128,,,,,799.1598048000014,799.2598230000003,799.4753373999993,800.3591353000083,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,137,137,137,,,,,,,,,19658,,,,,,,803.0593966000015,,804.5591457000119,,,,,801.8600704000128,801.9592764000117,802.1597112000018,803.0593966000015,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,X,,,,,0,138,138,138,,,,,,,,,19731,,,,,,,805.7591083000007,,807.2591627000074,,,,,804.5591457000119,804.659252700003,804.8592088000005,805.7591083000007,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,Y,,,,,0,139,139,139,,,,,,,,,19804,,,,,,,808.4590331000072,,809.9591236000124,,,,,807.2591627000074,807.3592619000119,807.5594756000064,808.4590331000072,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,140,140,140,,,,,,,,,19876,,,,,,,811.1598838000064,,812.6599121000036,,,,,809.9591236000124,810.042483600002,810.259160200003,811.1424853000062,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,141,141,141,,,,,,,,,19949,,,,,,,813.8592978000088,,815.3601305000047,,,,,812.6599121000036,812.7595571000129,812.9594421000074,813.8592978000088,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,A,,,,,0,142,142,142,,,,,,,,,19992,,,,,,,816.0597756000061,,817.5608563999995,,,,,815.3601305000047,815.4596393000102,815.659739499999,,z,1,0.5675096999912057,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,V,,,,,0,143,143,143,,,,,,,,,20064,,,,,,,818.7431708000076,,820.2428547000018,,,,,817.5608563999995,817.6425238000083,817.87613650001,818.7431708000076,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,W,,,,,0,144,144,144,,,,,,,,,20137,,,,,,,821.4429289000109,,822.9428957000055,,,,,820.2428547000018,820.3431949000078,820.5425997999992,821.4429289000109,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,V,,,,,0,145,145,145,,,,,,,,,20199,,,,,,,823.9599526000093,,825.459591900013,,,,,822.9428957000055,823.0429128000105,823.2428165000019,,z,1,0.8977320999838412,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,Y,,,,,0,146,146,146,,,,,,,,,20272,,,,,,,826.6598339000047,,828.1601446999994,,,,,825.459591900013,825.559711000009,825.759954100009,826.6598339000047,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,,,,,,,,,,,,,,,,,,828.1601446999994,828.6601563000004,,,,,,,,,,,,,,,,,,,,,,828.6601563000004,841.754571100013,,,,,,,
